Epoch	Train	Validation
epoch: 1, step: 1504, time: 478.5, train: 13.194, valid: 9.398, train_acc: 0.205, valid_acc: 0.305
epoch: 2, step: 3008, time: 459.3, train: 9.792, valid: 8.150, train_acc: 0.293, valid_acc: 0.348
epoch: 3, step: 4500, time: 547.1, train: 8.476, valid: 6.956, train_acc: 0.338, valid_acc: 0.396
epoch: 4, step: 5992, time: 510.9, train: 7.511, valid: 6.256, train_acc: 0.375, valid_acc: 0.429
epoch: 5, step: 7480, time: 501.1, train: 7.094, valid: 6.080, train_acc: 0.392, valid_acc: 0.437
epoch: 6, step: 8968, time: 496.9, train: 6.825, valid: 5.786, train_acc: 0.403, valid_acc: 0.453
epoch: 7, step: 10454, time: 515.4, train: 6.637, valid: 5.820, train_acc: 0.412, valid_acc: 0.449
epoch: 8, step: 11940, time: 594.1, train: 6.493, valid: 5.652, train_acc: 0.419, valid_acc: 0.459
epoch: 9, step: 13427, time: 498.9, train: 6.397, valid: 5.549, train_acc: 0.423, valid_acc: 0.465
epoch: 10, step: 14914, time: 506.4, train: 6.293, valid: 5.416, train_acc: 0.428, valid_acc: 0.472
epoch: 11, step: 16405, time: 499.8, train: 6.235, valid: 5.420, train_acc: 0.431, valid_acc: 0.474
epoch: 12, step: 17896, time: 491.1, train: 6.152, valid: 5.380, train_acc: 0.434, valid_acc: 0.475
epoch: 13, step: 19389, time: 515.3, train: 6.111, valid: 5.249, train_acc: 0.436, valid_acc: 0.482
epoch: 14, step: 20882, time: 494.6, train: 6.044, valid: 5.414, train_acc: 0.440, valid_acc: 0.472
epoch: 15, step: 22376, time: 504.3, train: 6.008, valid: 5.232, train_acc: 0.442, valid_acc: 0.483
epoch: 16, step: 23870, time: 514.4, train: 5.946, valid: 5.235, train_acc: 0.445, valid_acc: 0.483
epoch: 17, step: 25359, time: 498.8, train: 5.932, valid: 5.149, train_acc: 0.446, valid_acc: 0.488
epoch: 18, step: 26848, time: 495.3, train: 5.884, valid: 5.202, train_acc: 0.448, valid_acc: 0.485
epoch: 19, step: 28333, time: 505.7, train: 5.871, valid: 5.100, train_acc: 0.449, valid_acc: 0.490
epoch: 20, step: 29818, time: 513.1, train: 5.824, valid: 5.108, train_acc: 0.451, valid_acc: 0.491
epoch: 21, step: 31303, time: 496.7, train: 5.815, valid: 5.004, train_acc: 0.452, valid_acc: 0.497
epoch: 22, step: 32788, time: 507.6, train: 5.771, valid: 5.010, train_acc: 0.454, valid_acc: 0.495
epoch: 23, step: 34278, time: 497.5, train: 5.767, valid: 5.049, train_acc: 0.454, valid_acc: 0.494
epoch: 24, step: 35768, time: 490.8, train: 5.727, valid: 5.037, train_acc: 0.456, valid_acc: 0.494
epoch: 25, step: 37263, time: 518.3, train: 5.733, valid: 4.961, train_acc: 0.456, valid_acc: 0.499
epoch: 26, step: 38758, time: 509.6, train: 5.692, valid: 5.022, train_acc: 0.458, valid_acc: 0.496
epoch: 27, step: 40247, time: 497.3, train: 5.686, valid: 5.112, train_acc: 0.458, valid_acc: 0.490
epoch: 28, step: 41736, time: 507.7, train: 5.650, valid: 5.001, train_acc: 0.460, valid_acc: 0.497
epoch: 29, step: 43224, time: 497.7, train: 5.656, valid: 4.932, train_acc: 0.460, valid_acc: 0.501
epoch: 30, step: 44712, time: 493.6, train: 5.622, valid: 4.922, train_acc: 0.462, valid_acc: 0.501
epoch: 31, step: 46206, time: 499.6, train: 5.598, valid: 4.941, train_acc: 0.464, valid_acc: 0.500
epoch: 32, step: 47700, time: 508.2, train: 5.567, valid: 4.937, train_acc: 0.465, valid_acc: 0.501
epoch: 33, step: 49186, time: 493.7, train: 5.578, valid: 4.897, train_acc: 0.464, valid_acc: 0.504
epoch: 34, step: 50672, time: 509.2, train: 5.549, valid: 4.912, train_acc: 0.466, valid_acc: 0.502
epoch: 35, step: 52166, time: 496.9, train: 5.577, valid: 4.921, train_acc: 0.464, valid_acc: 0.503
epoch: 36, step: 53660, time: 500.8, train: 5.545, valid: 4.985, train_acc: 0.466, valid_acc: 0.497
epoch: 37, step: 55148, time: 496.1, train: 5.548, valid: 4.894, train_acc: 0.466, valid_acc: 0.503
epoch: 38, step: 56636, time: 509.7, train: 5.518, valid: 4.883, train_acc: 0.468, valid_acc: 0.504
epoch: 39, step: 58129, time: 496.9, train: 5.521, valid: 4.927, train_acc: 0.468, valid_acc: 0.501
epoch: 40, step: 59622, time: 491.3, train: 5.501, valid: 4.852, train_acc: 0.469, valid_acc: 0.506
epoch: 41, step: 61111, time: 496.9, train: 5.497, valid: 4.817, train_acc: 0.469, valid_acc: 0.510
