Epoch	Train	Validation
epoch: 1, step: 1494, time: 539.7, train: 11.572, valid: 8.244, train_acc: 0.244, valid_acc: 0.342
epoch: 2, step: 2988, time: 453.7, train: 7.661, valid: 6.353, train_acc: 0.366, valid_acc: 0.419
epoch: 3, step: 4480, time: 542.3, train: 6.496, valid: 6.639, train_acc: 0.416, valid_acc: 0.416
epoch: 4, step: 5972, time: 507.0, train: 5.716, valid: 5.247, train_acc: 0.455, valid_acc: 0.481
epoch: 5, step: 7464, time: 500.0, train: 5.338, valid: 4.862, train_acc: 0.476, valid_acc: 0.503
epoch: 6, step: 8956, time: 489.8, train: 5.065, valid: 4.713, train_acc: 0.492, valid_acc: 0.512
epoch: 7, step: 10446, time: 499.7, train: 4.903, valid: 4.577, train_acc: 0.501, valid_acc: 0.521
epoch: 8, step: 11936, time: 605.3, train: 4.753, valid: 4.481, train_acc: 0.511, valid_acc: 0.527
epoch: 9, step: 13429, time: 493.6, train: 4.672, valid: 4.364, train_acc: 0.516, valid_acc: 0.536
epoch: 10, step: 14922, time: 508.2, train: 4.554, valid: 4.275, train_acc: 0.524, valid_acc: 0.541
epoch: 11, step: 16419, time: 498.1, train: 4.512, valid: 4.301, train_acc: 0.527, valid_acc: 0.540
epoch: 12, step: 17916, time: 492.1, train: 4.427, valid: 4.203, train_acc: 0.533, valid_acc: 0.547
epoch: 13, step: 19405, time: 491.6, train: 4.414, valid: 4.191, train_acc: 0.534, valid_acc: 0.549
epoch: 14, step: 20894, time: 504.4, train: 4.332, valid: 4.088, train_acc: 0.539, valid_acc: 0.555
epoch: 15, step: 22384, time: 497.9, train: 4.320, valid: 4.143, train_acc: 0.540, valid_acc: 0.551
epoch: 16, step: 23874, time: 509.7, train: 4.255, valid: 4.042, train_acc: 0.545, valid_acc: 0.558
epoch: 17, step: 25365, time: 494.3, train: 4.237, valid: 4.050, train_acc: 0.546, valid_acc: 0.559
epoch: 18, step: 26856, time: 489.0, train: 4.176, valid: 4.013, train_acc: 0.551, valid_acc: 0.561
epoch: 19, step: 28340, time: 500.6, train: 4.188, valid: 3.985, train_acc: 0.550, valid_acc: 0.563
epoch: 20, step: 29824, time: 509.8, train: 4.128, valid: 3.948, train_acc: 0.555, valid_acc: 0.566
epoch: 21, step: 31317, time: 501.1, train: 4.140, valid: 3.958, train_acc: 0.554, valid_acc: 0.566
epoch: 22, step: 32810, time: 507.7, train: 4.086, valid: 3.945, train_acc: 0.558, valid_acc: 0.567
epoch: 23, step: 34302, time: 498.5, train: 4.099, valid: 3.931, train_acc: 0.557, valid_acc: 0.568
epoch: 24, step: 35794, time: 492.5, train: 4.047, valid: 3.929, train_acc: 0.561, valid_acc: 0.568
epoch: 25, step: 37289, time: 501.4, train: 4.054, valid: 3.922, train_acc: 0.560, valid_acc: 0.569
epoch: 26, step: 38784, time: 511.8, train: 4.005, valid: 3.917, train_acc: 0.564, valid_acc: 0.569
epoch: 27, step: 40271, time: 511.1, train: 4.019, valid: 3.888, train_acc: 0.563, valid_acc: 0.572
epoch: 28, step: 41758, time: 486.9, train: 3.975, valid: 3.883, train_acc: 0.566, valid_acc: 0.572
epoch: 29, step: 43250, time: 498.0, train: 3.995, valid: 3.814, train_acc: 0.565, valid_acc: 0.577
