Epoch	Train	Validation
epoch: 1, step: 1491, time: 259.8, train: 12.387, valid: 8.972, train_acc: 0.224, valid_acc: 0.317
epoch: 2, step: 2982, time: 259.5, train: 8.617, valid: 7.534, train_acc: 0.333, valid_acc: 0.372
epoch: 3, step: 4465, time: 307.0, train: 7.608, valid: 6.526, train_acc: 0.370, valid_acc: 0.416
epoch: 4, step: 5948, time: 293.6, train: 6.959, valid: 6.157, train_acc: 0.396, valid_acc: 0.431
epoch: 5, step: 7444, time: 407.3, train: 6.618, valid: 5.910, train_acc: 0.411, valid_acc: 0.444
epoch: 6, step: 8940, time: 303.1, train: 6.374, valid: 5.774, train_acc: 0.422, valid_acc: 0.449
epoch: 7, step: 10425, time: 393.3, train: 6.220, valid: 5.792, train_acc: 0.430, valid_acc: 0.450
epoch: 8, step: 11910, time: 296.5, train: 6.096, valid: 5.646, train_acc: 0.436, valid_acc: 0.459
epoch: 9, step: 13399, time: 404.3, train: 6.029, valid: 5.599, train_acc: 0.439, valid_acc: 0.461
epoch: 10, step: 14888, time: 301.3, train: 5.942, valid: 5.396, train_acc: 0.443, valid_acc: 0.471
epoch: 11, step: 16380, time: 384.6, train: 5.894, valid: 5.302, train_acc: 0.446, valid_acc: 0.476
epoch: 12, step: 17872, time: 306.8, train: 5.829, valid: 5.370, train_acc: 0.449, valid_acc: 0.475
epoch: 13, step: 19363, time: 377.3, train: 5.801, valid: 5.322, train_acc: 0.451, valid_acc: 0.477
epoch: 14, step: 20854, time: 311.3, train: 5.737, valid: 5.233, train_acc: 0.454, valid_acc: 0.482
epoch: 15, step: 22344, time: 397.5, train: 5.699, valid: 5.320, train_acc: 0.456, valid_acc: 0.477
epoch: 16, step: 23834, time: 301.9, train: 5.652, valid: 5.233, train_acc: 0.459, valid_acc: 0.481
epoch: 17, step: 25322, time: 404.6, train: 5.629, valid: 5.164, train_acc: 0.460, valid_acc: 0.485
epoch: 18, step: 26810, time: 285.8, train: 5.597, valid: 5.126, train_acc: 0.462, valid_acc: 0.488
epoch: 19, step: 28308, time: 395.7, train: 5.570, valid: 5.197, train_acc: 0.464, valid_acc: 0.484
epoch: 20, step: 29806, time: 307.5, train: 5.523, valid: 5.136, train_acc: 0.467, valid_acc: 0.488
epoch: 21, step: 31293, time: 392.0, train: 5.510, valid: 5.054, train_acc: 0.468, valid_acc: 0.494
epoch: 22, step: 32780, time: 303.5, train: 5.468, valid: 4.968, train_acc: 0.471, valid_acc: 0.499
epoch: 23, step: 34276, time: 391.3, train: 5.436, valid: 4.904, train_acc: 0.473, valid_acc: 0.503
epoch: 24, step: 35772, time: 299.4, train: 5.396, valid: 4.947, train_acc: 0.475, valid_acc: 0.499
epoch: 25, step: 37261, time: 388.8, train: 5.385, valid: 4.957, train_acc: 0.476, valid_acc: 0.501
