Epoch	Train	Validation
epoch: 1, step: 1497, time: 298.9, train: 11.972, valid: 8.688, train_acc: 0.233, valid_acc: 0.331
epoch: 2, step: 2994, time: 299.3, train: 8.450, valid: 7.397, train_acc: 0.338, valid_acc: 0.382
epoch: 3, step: 4490, time: 360.1, train: 7.415, valid: 6.567, train_acc: 0.377, valid_acc: 0.415
epoch: 4, step: 5986, time: 354.4, train: 6.714, valid: 5.948, train_acc: 0.407, valid_acc: 0.442
epoch: 5, step: 7481, time: 420.1, train: 6.358, valid: 5.677, train_acc: 0.423, valid_acc: 0.455
epoch: 6, step: 8976, time: 350.9, train: 6.069, valid: 5.494, train_acc: 0.438, valid_acc: 0.468
epoch: 7, step: 10474, time: 406.8, train: 5.868, valid: 5.380, train_acc: 0.450, valid_acc: 0.477
epoch: 8, step: 11972, time: 350.0, train: 5.717, valid: 5.138, train_acc: 0.457, valid_acc: 0.489
epoch: 9, step: 13461, time: 425.8, train: 5.625, valid: 5.157, train_acc: 0.462, valid_acc: 0.485
epoch: 10, step: 14950, time: 349.6, train: 5.533, valid: 4.986, train_acc: 0.467, valid_acc: 0.497
epoch: 11, step: 16438, time: 416.2, train: 5.492, valid: 4.965, train_acc: 0.469, valid_acc: 0.497
epoch: 12, step: 17926, time: 344.7, train: 5.414, valid: 4.946, train_acc: 0.474, valid_acc: 0.499
epoch: 13, step: 19416, time: 416.1, train: 5.377, valid: 4.909, train_acc: 0.476, valid_acc: 0.501
epoch: 14, step: 20906, time: 344.1, train: 5.322, valid: 4.848, train_acc: 0.479, valid_acc: 0.506
epoch: 15, step: 22402, time: 413.3, train: 5.294, valid: 4.954, train_acc: 0.480, valid_acc: 0.499
epoch: 16, step: 23898, time: 353.7, train: 5.241, valid: 4.781, train_acc: 0.483, valid_acc: 0.510
epoch: 17, step: 25398, time: 435.8, train: 5.239, valid: 4.785, train_acc: 0.484, valid_acc: 0.510
epoch: 18, step: 26898, time: 353.4, train: 5.197, valid: 4.775, train_acc: 0.486, valid_acc: 0.510
epoch: 19, step: 28391, time: 426.9, train: 5.184, valid: 4.713, train_acc: 0.487, valid_acc: 0.513
epoch: 20, step: 29884, time: 350.1, train: 5.144, valid: 4.708, train_acc: 0.489, valid_acc: 0.514
epoch: 21, step: 31377, time: 418.9, train: 5.134, valid: 4.650, train_acc: 0.490, valid_acc: 0.518
epoch: 22, step: 32870, time: 352.6, train: 5.099, valid: 4.648, train_acc: 0.492, valid_acc: 0.518
epoch: 23, step: 34367, time: 409.5, train: 5.104, valid: 4.700, train_acc: 0.492, valid_acc: 0.515
epoch: 24, step: 35864, time: 353.3, train: 5.064, valid: 4.728, train_acc: 0.494, valid_acc: 0.514
epoch: 25, step: 37358, time: 411.3, train: 5.067, valid: 4.669, train_acc: 0.494, valid_acc: 0.518
epoch: 26, step: 38852, time: 358.9, train: 5.036, valid: 4.660, train_acc: 0.496, valid_acc: 0.518
epoch: 27, step: 40338, time: 411.3, train: 5.021, valid: 4.598, train_acc: 0.497, valid_acc: 0.523
epoch: 28, step: 41824, time: 353.9, train: 4.992, valid: 4.583, train_acc: 0.499, valid_acc: 0.523
epoch: 29, step: 43316, time: 423.4, train: 5.002, valid: 4.591, train_acc: 0.498, valid_acc: 0.522
epoch: 30, step: 44808, time: 356.9, train: 4.976, valid: 4.598, train_acc: 0.499, valid_acc: 0.522
epoch: 31, step: 46302, time: 410.9, train: 4.972, valid: 4.511, train_acc: 0.500, valid_acc: 0.529
epoch: 32, step: 47796, time: 351.9, train: 4.950, valid: 4.500, train_acc: 0.501, valid_acc: 0.529
epoch: 33, step: 49295, time: 399.9, train: 4.964, valid: 4.479, train_acc: 0.500, valid_acc: 0.530
epoch: 34, step: 50794, time: 354.2, train: 4.939, valid: 4.466, train_acc: 0.502, valid_acc: 0.531
epoch: 35, step: 52285, time: 411.7, train: 4.937, valid: 4.472, train_acc: 0.502, valid_acc: 0.530
epoch: 36, step: 53776, time: 354.3, train: 4.909, valid: 4.475, train_acc: 0.503, valid_acc: 0.530
epoch: 37, step: 55274, time: 441.0, train: 4.919, valid: 4.539, train_acc: 0.503, valid_acc: 0.527
epoch: 38, step: 56772, time: 350.1, train: 4.896, valid: 4.527, train_acc: 0.504, valid_acc: 0.528
epoch: 39, step: 58258, time: 412.6, train: 4.906, valid: 4.485, train_acc: 0.504, valid_acc: 0.530
epoch: 40, step: 59744, time: 346.3, train: 4.885, valid: 4.521, train_acc: 0.505, valid_acc: 0.529
epoch: 41, step: 61243, time: 424.5, train: 4.890, valid: 4.445, train_acc: 0.505, valid_acc: 0.532
epoch: 42, step: 62742, time: 351.0, train: 4.870, valid: 4.484, train_acc: 0.506, valid_acc: 0.530
epoch: 43, step: 64231, time: 400.4, train: 4.866, valid: 4.445, train_acc: 0.506, valid_acc: 0.532
epoch: 44, step: 65720, time: 346.8, train: 4.846, valid: 4.422, train_acc: 0.507, valid_acc: 0.534
epoch: 45, step: 67212, time: 421.5, train: 4.850, valid: 4.417, train_acc: 0.507, valid_acc: 0.535
epoch: 46, step: 68704, time: 348.3, train: 4.829, valid: 4.417, train_acc: 0.509, valid_acc: 0.535
epoch: 47, step: 70204, time: 425.5, train: 4.836, valid: 4.426, train_acc: 0.509, valid_acc: 0.533
epoch: 48, step: 71704, time: 348.9, train: 4.812, valid: 4.405, train_acc: 0.510, valid_acc: 0.535
epoch: 49, step: 73191, time: 430.0, train: 4.827, valid: 4.433, train_acc: 0.509, valid_acc: 0.535
epoch: 50, step: 74678, time: 343.6, train: 4.805, valid: 4.472, train_acc: 0.510, valid_acc: 0.532
epoch: 51, step: 76175, time: 404.6, train: 4.815, valid: 4.466, train_acc: 0.509, valid_acc: 0.531
epoch: 52, step: 77672, time: 348.8, train: 4.799, valid: 4.409, train_acc: 0.511, valid_acc: 0.535
epoch: 53, step: 79158, time: 411.3, train: 4.795, valid: 4.405, train_acc: 0.511, valid_acc: 0.535
epoch: 54, step: 80644, time: 343.4, train: 4.769, valid: 4.379, train_acc: 0.513, valid_acc: 0.537
epoch: 55, step: 82128, time: 423.8, train: 4.773, valid: 4.354, train_acc: 0.512, valid_acc: 0.540
epoch: 56, step: 83612, time: 346.3, train: 4.754, valid: 4.359, train_acc: 0.513, valid_acc: 0.538
epoch: 57, step: 85103, time: 416.6, train: 4.778, valid: 4.367, train_acc: 0.512, valid_acc: 0.537
epoch: 58, step: 86594, time: 349.2, train: 4.759, valid: 4.351, train_acc: 0.513, valid_acc: 0.538
epoch: 59, step: 88083, time: 414.1, train: 4.763, valid: 4.371, train_acc: 0.513, valid_acc: 0.537
epoch: 60, step: 89572, time: 348.7, train: 4.747, valid: 4.372, train_acc: 0.514, valid_acc: 0.539
epoch: 61, step: 91057, time: 423.0, train: 4.757, valid: 4.445, train_acc: 0.513, valid_acc: 0.533
epoch: 62, step: 92542, time: 346.3, train: 4.737, valid: 4.378, train_acc: 0.514, valid_acc: 0.538
epoch: 63, step: 94033, time: 422.3, train: 4.740, valid: 4.292, train_acc: 0.515, valid_acc: 0.543
epoch: 64, step: 95524, time: 352.4, train: 4.724, valid: 4.310, train_acc: 0.516, valid_acc: 0.542
epoch: 65, step: 97016, time: 421.6, train: 4.748, valid: 4.358, train_acc: 0.514, valid_acc: 0.538
epoch: 66, step: 98508, time: 352.9, train: 4.732, valid: 4.332, train_acc: 0.515, valid_acc: 0.540
epoch: 67, step: 100001, time: 428.6, train: 4.751, valid: 4.376, train_acc: 0.514, valid_acc: 0.537
epoch: 68, step: 101494, time: 359.0, train: 4.734, valid: 4.367, train_acc: 0.515, valid_acc: 0.537
epoch: 69, step: 102991, time: 434.0, train: 4.741, valid: 4.341, train_acc: 0.515, valid_acc: 0.540
epoch: 70, step: 104488, time: 352.8, train: 4.722, valid: 4.318, train_acc: 0.516, valid_acc: 0.542
epoch: 71, step: 105976, time: 418.0, train: 4.733, valid: 4.358, train_acc: 0.515, valid_acc: 0.539
epoch: 72, step: 107464, time: 353.2, train: 4.717, valid: 4.326, train_acc: 0.516, valid_acc: 0.541
epoch: 73, step: 108961, time: 419.5, train: 4.727, valid: 4.319, train_acc: 0.515, valid_acc: 0.541
epoch: 74, step: 110458, time: 343.4, train: 4.713, valid: 4.343, train_acc: 0.516, valid_acc: 0.540
